Length,Curl,KinkIndex,NumberKink,TotalKinkAngle,Width
 0.116,  0.00,  0.00,0,  0.00,     0
 0.068,  0.00,  0.00,0,  0.00,     0
 0.304,  0.02,  0.00,0,  0.00,    38
 0.236,  0.03,  0.00,0,  0.00,    18
 0.147,  0.00,  0.00,0,  0.00,     0
 0.192,  0.00,  0.00,0,  0.00,     0
 0.168,  0.04,  0.00,0,  0.00,     0
 0.583,  0.03,  0.00,0,  0.00,    23
 0.496,  0.02,  0.00,0,  0.00,    52
 0.113,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.156,  0.05,  0.00,0,  0.00,     0
 0.362,  0.03,  0.00,0,  0.00,    70
 0.302,  0.02,  0.00,0,  0.00,    14
 0.261,  0.08,  0.00,0,  0.00,    89
 0.173,  0.03,  0.00,0,  0.00,     0
 0.118,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.383,  3.08,  0.00,0,  0.00,     0
 0.081,  0.00,  0.00,0,  0.00,     0
 0.086,  0.00,  0.00,0,  0.00,     0
 0.652,  0.20,  3.07,1, 48.89,    21
 0.114,  0.00,  0.00,0,  0.00,     0
 0.081,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.291,  0.03,  0.00,0,  0.00,    40
 0.086,  0.00,  0.00,0,  0.00,     0
 0.128,  0.00,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.140,  0.04,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.264,  0.03,  0.00,0,  0.00,    42
 0.315,  0.02,  0.00,0,  0.00,    17
 0.081,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.321,  0.02,  0.00,0,  0.00,    11
 0.228,  0.00,  0.00,0,  0.00,    42
 0.141,  0.04,  0.00,0,  0.00,     0
 0.099,  0.00,  0.00,0,  0.00,     0
 0.086,  0.00,  0.00,0,  0.00,     0
 0.167,  0.00,  0.00,0,  0.00,     0
 0.184,  0.02,  0.00,0,  0.00,     0
 0.126,  0.00,  0.00,0,  0.00,     0
 0.428,  0.02,  0.00,0,  0.00,    31
 0.376,  0.03,  0.00,0,  0.00,    54
 0.127,  0.00,  0.00,0,  0.00,     0
 0.253,  0.88,  0.00,0,  0.00,    46
 0.691,  0.02,  0.00,0,  0.00,    32
 0.041,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.101,  0.00,  0.00,0,  0.00,     0
 0.279,  0.03,  0.00,0,  0.00,    12
 0.068,  0.00,  0.00,0,  0.00,     0
 0.128,  0.00,  0.00,0,  0.00,     0
 0.140,  0.04,  0.00,0,  0.00,     0
 0.068,  0.00,  0.00,0,  0.00,     0
 0.113,  0.00,  0.00,0,  0.00,     0
 0.440,  0.02,  0.00,0,  0.00,    32
 0.054,  0.00,  0.00,0,  0.00,     0
 0.306,  0.03,  0.00,0,  0.00,    25
 0.090,  0.00,  0.00,0,  0.00,     0
 0.480,  0.05,  4.17,1, 32.64,    39
 0.184,  0.04,  0.00,0,  0.00,    45
 0.885,  0.02,  0.00,0,  0.00,    26
 0.209,  0.03,  0.00,0,  0.00,    39
 0.068,  0.00,  0.00,0,  0.00,     0
 0.306,  0.03,  0.00,0,  0.00,    24
 0.068,  0.00,  0.00,0,  0.00,     0
 0.099,  0.00,  0.00,0,  0.00,     0
 0.150,  0.03,  0.00,0,  0.00,     0
 0.068,  0.00,  0.00,0,  0.00,     0
 0.099,  0.00,  0.00,0,  0.00,     0
 0.081,  0.00,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.342,  0.01,  0.00,0,  0.00,    42
 0.041,  0.00,  0.00,0,  0.00,     0
 0.288,  0.18,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.140,  0.04,  0.00,0,  0.00,     0
 0.758,  0.19,  5.28,2, 59.69,    51
 0.068,  0.00,  0.00,0,  0.00,     0
 0.372,  0.02,  0.00,0,  0.00,    17
 0.105,  0.00,  0.00,0,  0.00,     0
 0.133,  0.00,  0.00,0,  0.00,     0
 0.086,  0.00,  0.00,0,  0.00,     0
 0.068,  0.00,  0.00,0,  0.00,     0
 0.068,  0.00,  0.00,0,  0.00,     0
 0.248,  0.02,  0.00,0,  0.00,    45
 0.260,  0.28,  0.00,0,  0.00,     0
 0.092,  0.00,  0.00,0,  0.00,     0
 0.081,  0.00,  0.00,0,  0.00,     0
 0.627,  0.10,  0.00,0,  0.00,   114
 0.086,  0.00,  0.00,0,  0.00,     0
 0.101,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.273,  0.34,  0.00,0,  0.00,     0
 0.518,  1.07,  0.00,0,  0.00,    64
 0.196,  0.03,  0.00,0,  0.00,    24
 0.081,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.266,  0.01,  0.00,0,  0.00,    48
 0.249,  0.02,  0.00,0,  0.00,    25
 0.041,  0.00,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.442,  0.02,  0.00,0,  0.00,    14
 0.135,  0.00,  0.00,0,  0.00,     0
 0.172,  0.03,  0.00,0,  0.00,     0
 0.237,  0.03,  0.00,0,  0.00,    15
 0.802,  0.21,  2.49,1, 53.19,    53
 0.271,  0.05,  0.00,0,  0.00,    37
 0.153,  0.09,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.100,  0.00,  0.00,0,  0.00,     0
 0.374,  0.02,  0.00,0,  0.00,    30
 0.504,  0.25,  0.00,0,  0.00,    62
 0.292,  0.03,  0.00,0,  0.00,    50
 0.146,  0.19,  0.00,0,  0.00,     0
 0.068,  0.00,  0.00,0,  0.00,     0
 0.114,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.184,  0.04,  0.00,0,  0.00,    25
 0.086,  0.00,  0.00,0,  0.00,     0
 0.171,  0.04,  0.00,0,  0.00,     0
 0.584,  0.03,  0.00,0,  0.00,    27
 0.257,  0.02,  0.00,0,  0.00,    51
 0.054,  0.00,  0.00,0,  0.00,     0
 0.087,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.360,  0.05,  0.00,0,  0.00,     0
 0.141,  0.04,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.155,  0.05,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.251,  0.03,  0.00,0,  0.00,    22
 0.068,  0.00,  0.00,0,  0.00,     0
 0.535,  0.02,  0.00,0,  0.00,    26
 0.551,  0.45,  0.00,0,  0.00,    77
 0.054,  0.00,  0.00,0,  0.00,     0
 1.235,  0.04,  0.00,0,  0.00,    22
 0.054,  0.00,  0.00,0,  0.00,     0
 0.848,  0.07,  2.36,1, 32.22,    23
 0.690,  0.02,  0.00,0,  0.00,    26
 0.086,  0.00,  0.00,0,  0.00,     0
 0.263,  0.02,  0.00,0,  0.00,    25
 0.537,  0.11,  0.00,0,  0.00,    89
 1.546,  0.01,  0.00,0,  0.00,    24
 0.208,  0.02,  0.00,0,  0.00,    16
 0.265,  1.56,  0.00,0,  0.00,     0
 0.081,  0.00,  0.00,0,  0.00,     0
 0.099,  0.00,  0.00,0,  0.00,     0
 0.113,  0.00,  0.00,0,  0.00,     0
 0.142,  0.03,  0.00,0,  0.00,     0
 0.446,  0.03,  0.00,0,  0.00,    26
 0.128,  0.00,  0.00,0,  0.00,     0
 0.709,  0.01,  0.00,0,  0.00,    24
 0.251,  0.03,  0.00,0,  0.00,    34
 0.315,  0.01,  0.00,0,  0.00,    34
 0.054,  0.00,  0.00,0,  0.00,     0
 0.187,  0.03,  0.00,0,  0.00,     0
 0.173,  0.07,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.068,  0.00,  0.00,0,  0.00,     0
 0.099,  0.00,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.127,  0.00,  0.00,0,  0.00,     0
 0.342,  0.02,  0.00,0,  0.00,    32
 0.068,  0.00,  0.00,0,  0.00,     0
 0.081,  0.00,  0.00,0,  0.00,     0
 0.099,  0.00,  0.00,0,  0.00,     0
 0.148,  0.01,  0.00,0,  0.00,     0
 0.155,  0.00,  0.00,0,  0.00,     0
 0.789,  0.12,  3.80,1, 53.13,    41
 0.041,  0.00,  0.00,0,  0.00,     0
 0.175,  0.00,  0.00,0,  0.00,     0
 0.068,  0.00,  0.00,0,  0.00,     0
 0.081,  0.00,  0.00,0,  0.00,     0
 0.081,  0.00,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.618,  0.02,  0.00,0,  0.00,    28
 0.311,  0.46,  0.00,0,  0.00,    24
 0.089,  0.00,  0.00,0,  0.00,     0
 0.222,  0.03,  0.00,0,  0.00,    42
 0.173,  0.05,  0.00,0,  0.00,     0
 0.277,  0.02,  0.00,0,  0.00,    28
 0.041,  0.00,  0.00,0,  0.00,     0
 0.290,  0.02,  0.00,0,  0.00,    19
 0.207,  0.02,  0.00,0,  0.00,    16
 0.114,  0.00,  0.00,0,  0.00,     0
 0.098,  0.00,  0.00,0,  0.00,     0
 0.140,  0.04,  0.00,0,  0.00,     0
 0.113,  0.00,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.128,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.084,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.140,  0.04,  0.00,0,  0.00,     0
 0.194,  0.03,  0.00,0,  0.00,    23
 0.121,  0.00,  0.00,0,  0.00,     0
 0.106,  0.00,  0.00,0,  0.00,     0
 0.117,  0.00,  0.00,0,  0.00,     0
 0.146,  0.03,  0.00,0,  0.00,     0
 0.230,  0.01,  0.00,0,  0.00,    15
 0.167,  0.03,  0.00,0,  0.00,     0
 0.399,  0.02,  0.00,0,  0.00,    31
 0.225,  0.02,  0.00,0,  0.00,    22
 0.296,  0.02,  0.00,0,  0.00,    22
 0.354,  0.04,  0.00,0,  0.00,    41
 0.168,  0.04,  0.00,0,  0.00,     0
 0.159,  0.03,  0.00,0,  0.00,     0
 0.128,  0.00,  0.00,0,  0.00,     0
 0.285,  0.51,  0.00,0,  0.00,     0
 0.224,  0.03,  0.00,0,  0.00,    15
 0.344,  0.00,  0.00,0,  0.00,    37
 0.373,  0.02,  0.00,0,  0.00,    21
 0.647,  0.02,  0.00,0,  0.00,    22
 0.212,  0.02,  0.00,0,  0.00,    40
 0.335,  0.02,  0.00,0,  0.00,    24
 0.140,  0.04,  0.00,0,  0.00,     0
 0.337,  0.02,  0.00,0,  0.00,    39
 0.305,  0.02,  0.00,0,  0.00,     0
 0.385,  0.02,  0.00,0,  0.00,    40
 0.378,  0.03,  0.00,0,  0.00,    28
 0.170,  0.01,  0.00,0,  0.00,     0
 0.220,  0.03,  0.00,0,  0.00,    28
 0.068,  0.00,  0.00,0,  0.00,     0
 0.349,  0.03,  0.00,0,  0.00,    57
 0.335,  0.03,  0.00,0,  0.00,    44
 0.054,  0.00,  0.00,0,  0.00,     0
 0.160,  0.04,  0.00,0,  0.00,     0
 0.113,  0.00,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.377,  1.68,  0.00,0,  0.00,   226
 0.219,  0.04,  0.00,0,  0.00,    19
 0.267,  0.02,  0.00,0,  0.00,    19
 0.179,  0.07,  0.00,0,  0.00,     0
 0.236,  0.03,  0.00,0,  0.00,    15
 0.164,  0.00,  0.00,0,  0.00,     0
 0.279,  0.04,  0.00,0,  0.00,    23
 0.081,  0.00,  0.00,0,  0.00,     0
 0.254,  0.04,  0.00,0,  0.00,     0
 0.277,  0.02,  0.00,0,  0.00,    36
 0.140,  0.04,  0.00,0,  0.00,     0
 0.171,  0.65,  0.00,0,  0.00,     0
 0.563,  0.23,  0.00,0,  0.00,    57
 0.099,  0.00,  0.00,0,  0.00,     0
 0.319,  0.03,  0.00,0,  0.00,    33
 0.099,  0.00,  0.00,0,  0.00,     0
 0.197,  0.04,  0.00,0,  0.00,    12
 0.068,  0.00,  0.00,0,  0.00,     0
 0.156,  0.03,  0.00,0,  0.00,     0
 0.303,  0.02,  0.00,0,  0.00,    16
 0.429,  0.02,  0.00,0,  0.00,    46
 0.114,  0.00,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.196,  0.03,  0.00,0,  0.00,    39
 0.101,  0.00,  0.00,0,  0.00,     0
 0.223,  0.04,  0.00,0,  0.00,    16
 0.081,  0.00,  0.00,0,  0.00,     0
 0.116,  0.00,  0.00,0,  0.00,     0
 0.618,  0.02,  0.00,0,  0.00,    19
 0.173,  0.67,  0.00,0,  0.00,     0
 0.271,  0.00,  0.00,0,  0.00,    14
 0.551,  0.01,  0.00,0,  0.00,    67
 0.917,  0.01,  0.00,0,  0.00,    19
 0.041,  0.00,  0.00,0,  0.00,     0
 0.168,  0.04,  0.00,0,  0.00,     0
 0.263,  0.02,  0.00,0,  0.00,    21
 0.105,  0.00,  0.00,0,  0.00,     0
 0.154,  0.03,  0.00,0,  0.00,     0
 0.414,  0.02,  0.00,0,  0.00,    21
 0.041,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.263,  0.00,  0.00,0,  0.00,     0
 0.180,  0.03,  0.00,0,  0.00,    32
 0.068,  0.00,  0.00,0,  0.00,     0
 0.114,  0.00,  0.00,0,  0.00,     0
 0.212,  0.55,  0.00,0,  0.00,     0
 0.145,  0.05,  0.00,0,  0.00,     0
 0.145,  0.05,  0.00,0,  0.00,     0
 0.211,  0.36,  0.00,0,  0.00,    32
 0.081,  0.00,  0.00,0,  0.00,     0
 0.158,  0.04,  0.00,0,  0.00,     0
 0.288,  0.02,  0.00,0,  0.00,    30
 0.184,  0.03,  0.00,0,  0.00,    11
 0.081,  0.00,  0.00,0,  0.00,     0
 0.533,  0.01,  0.00,0,  0.00,    31
 0.086,  0.00,  0.00,0,  0.00,     0
 0.331,  0.02,  0.00,0,  0.00,    32
 0.101,  0.00,  0.00,0,  0.00,     0
 0.100,  0.00,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.068,  0.00,  0.00,0,  0.00,     0
 0.114,  0.00,  0.00,0,  0.00,     0
 0.098,  0.00,  0.00,0,  0.00,     0
 0.304,  0.04,  0.00,0,  0.00,     0
 0.290,  0.02,  0.00,0,  0.00,    38
 0.054,  0.00,  0.00,0,  0.00,     0
 0.606,  0.02,  0.00,0,  0.00,    30
 0.294,  0.03,  0.00,0,  0.00,    62
 0.068,  0.00,  0.00,0,  0.00,     0
 0.209,  0.03,  0.00,0,  0.00,    24
 0.054,  0.00,  0.00,0,  0.00,     0
 1.065,  0.03,  0.00,0,  0.00,    16
 0.119,  0.00,  0.00,0,  0.00,     0
 0.263,  0.02,  0.00,0,  0.00,    44
 0.302,  0.02,  0.00,0,  0.00,    35
 0.237,  0.03,  0.00,0,  0.00,    35
 0.359,  0.02,  0.00,0,  0.00,    21
 0.182,  0.03,  0.00,0,  0.00,    10
 0.268,  0.04,  0.00,0,  0.00,    68
 0.232,  0.61,  0.00,0,  0.00,     0
 0.194,  0.02,  0.00,0,  0.00,    34
 0.054,  0.00,  0.00,0,  0.00,     0
 0.545,  0.01,  0.00,0,  0.00,    90
 0.041,  0.00,  0.00,0,  0.00,     0
 0.081,  0.00,  0.00,0,  0.00,     0
 0.239,  0.03,  0.00,0,  0.00,     0
 0.068,  0.00,  0.00,0,  0.00,     0
 0.511,  0.02,  0.00,0,  0.00,    23
 0.068,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.460,  0.02,  0.00,0,  0.00,    21
 0.115,  0.00,  0.00,0,  0.00,     0
 0.081,  0.00,  0.00,0,  0.00,     0
 0.232,  0.04,  0.00,0,  0.00,     0
 0.086,  0.00,  0.00,0,  0.00,     0
 0.087,  0.00,  0.00,0,  0.00,     0
 0.068,  0.00,  0.00,0,  0.00,     0
 0.081,  0.00,  0.00,0,  0.00,     0
 0.594,  0.23,  3.37,1, 24.89,    38
 0.054,  0.00,  0.00,0,  0.00,     0
 0.263,  0.03,  0.00,0,  0.00,    60
 0.134,  0.00,  0.00,0,  0.00,     0
 0.939,  0.02,  0.00,0,  0.00,    81
 0.115,  0.00,  0.00,0,  0.00,     0
 0.081,  0.00,  0.00,0,  0.00,     0
 0.182,  0.04,  0.00,0,  0.00,    34
 0.201,  0.00,  0.00,0,  0.00,    22
 0.259,  0.07,  0.00,0,  0.00,    33
 0.054,  0.00,  0.00,0,  0.00,     0
 0.486,  1.90,  0.00,0,  0.00,    55
 0.148,  0.01,  0.00,0,  0.00,     0
 0.270,  0.05,  0.00,0,  0.00,    21
 0.623,  0.02,  0.00,0,  0.00,    41
 0.238,  0.04,  0.00,0,  0.00,    28
 1.050,  0.05,  1.91,1, 36.59,    19
 0.527,  0.03,  0.00,0,  0.00,    38
 0.287,  0.03,  0.00,0,  0.00,    13
 0.119,  0.00,  0.00,0,  0.00,     0
 0.269,  0.25,  0.00,0,  0.00,    80
 0.041,  0.00,  0.00,0,  0.00,     0
 0.180,  0.03,  0.00,0,  0.00,    13
 0.451,  0.01,  0.00,0,  0.00,    34
 0.305,  0.03,  0.00,0,  0.00,    32
 0.344,  0.02,  0.00,0,  0.00,    24
 0.340,  0.02,  0.00,0,  0.00,    19
 0.338,  0.03,  0.00,0,  0.00,    73
 0.781,  0.02,  0.00,0,  0.00,    30
 0.143,  0.00,  0.00,0,  0.00,     0
 0.156,  0.04,  0.00,0,  0.00,     0
 0.581,  0.10,  3.44,1, 45.55,    24
 0.268,  0.45,  0.00,0,  0.00,     0
 0.113,  0.00,  0.00,0,  0.00,     0
 0.202,  0.04,  0.00,0,  0.00,    23
 0.104,  0.00,  0.00,0,  0.00,     0
 0.331,  0.02,  0.00,0,  0.00,    33
 0.254,  0.04,  0.00,0,  0.00,    25
 0.772,  0.24,  2.59,1, 32.43,    89
 0.322,  0.20,  0.00,0,  0.00,    44
 0.874,  0.77,  5.72,2, 86.67,   196
 1.416,  0.41,  6.36,3,273.12,   162
 0.552,  0.02,  0.00,0,  0.00,    25
 0.369,  0.01,  0.00,0,  0.00,    23
 0.041,  0.00,  0.00,0,  0.00,     0
 0.257,  0.14,  0.00,0,  0.00,     0
 0.501,  0.12,  0.00,0,  0.00,    65
 0.054,  0.00,  0.00,0,  0.00,     0
 0.197,  0.03,  0.00,0,  0.00,    18
 0.209,  0.04,  0.00,0,  0.00,    24
 0.724,  0.32,  2.76,1, 43.24,    80
 0.776,  0.94,  5.16,1,167.11,    90
 0.517,  0.03,  0.00,0,  0.00,    34
 0.153,  0.03,  0.00,0,  0.00,     0
 1.084,  0.02,  0.00,0,  0.00,    20
 0.141,  0.04,  0.00,0,  0.00,     0
 0.155,  0.05,  0.00,0,  0.00,     0
 0.127,  0.00,  0.00,0,  0.00,     0
 0.203,  0.12,  0.00,0,  0.00,    17
 0.068,  0.00,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.197,  0.03,  0.00,0,  0.00,    30
 0.384,  0.28,  0.00,0,  0.00,     0
 0.337,  0.25,  0.00,0,  0.00,    21
 0.195,  0.03,  0.00,0,  0.00,     0
 0.068,  0.00,  0.00,0,  0.00,     0
 0.143,  0.04,  0.00,0,  0.00,     0
 0.282,  0.24,  0.00,0,  0.00,    43
 0.081,  0.00,  0.00,0,  0.00,     0
 0.152,  0.04,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.068,  0.00,  0.00,0,  0.00,     0
 0.086,  0.00,  0.00,0,  0.00,     0
 0.809,  0.03,  0.00,0,  0.00,    23
 0.384,  0.02,  0.00,0,  0.00,    39
 0.204,  0.04,  0.00,0,  0.00,    16
 0.041,  0.00,  0.00,0,  0.00,     0
 0.636,  0.16,  3.14,1, 26.09,    79
 0.068,  0.00,  0.00,0,  0.00,     0
 0.400,  0.02,  0.00,0,  0.00,    25
 0.081,  0.00,  0.00,0,  0.00,     0
 0.332,  0.02,  0.00,0,  0.00,    28
 0.178,  0.04,  0.00,0,  0.00,     0
 0.081,  0.00,  0.00,0,  0.00,     0
 0.405,  0.05,  0.00,0,  0.00,    31
 0.526,  1.35,  7.61,1,165.53,   112
 0.176,  0.00,  0.00,0,  0.00,     0
 0.141,  0.04,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.094,  0.00,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.208,  0.02,  0.00,0,  0.00,    18
 0.106,  0.00,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.081,  0.00,  0.00,0,  0.00,     0
 0.113,  0.00,  0.00,0,  0.00,     0
 0.155,  0.04,  0.00,0,  0.00,     0
 0.191,  0.09,  0.00,0,  0.00,     0
 0.172,  0.06,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.963,  0.38,  2.08,1, 37.64,   167
 0.411,  0.01,  0.00,0,  0.00,    30
 0.041,  0.00,  0.00,0,  0.00,     0
 0.081,  0.00,  0.00,0,  0.00,     0
 0.279,  0.02,  0.00,0,  0.00,    55
 0.114,  0.00,  0.00,0,  0.00,     0
 0.952,  0.01,  0.00,0,  0.00,    26
 0.113,  0.00,  0.00,0,  0.00,     0
 0.144,  0.06,  0.00,0,  0.00,     0
 0.252,  0.02,  0.00,0,  0.00,    23
 0.242,  0.20,  0.00,0,  0.00,    14
 0.154,  0.04,  0.00,0,  0.00,     0
 0.249,  0.04,  0.00,0,  0.00,    13
 0.156,  0.05,  0.00,0,  0.00,     0
 0.143,  0.06,  0.00,0,  0.00,     0
 0.087,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.099,  0.00,  0.00,0,  0.00,     0
 0.304,  0.02,  0.00,0,  0.00,    15
 0.054,  0.00,  0.00,0,  0.00,     0
 0.212,  0.02,  0.00,0,  0.00,    46
 0.165,  0.07,  0.00,0,  0.00,     0
 0.160,  0.78,  0.00,0,  0.00,     0
 0.339,  0.04,  0.00,0,  0.00,    68
 0.312,  0.38,  0.00,0,  0.00,    40
 0.278,  0.03,  0.00,0,  0.00,    48
 0.144,  0.02,  0.00,0,  0.00,     0
 0.241,  0.29,  0.00,0,  0.00,    52
 0.128,  0.00,  0.00,0,  0.00,     0
 0.177,  0.03,  0.00,0,  0.00,     0
 0.423,  0.32,  0.00,0,  0.00,    33
 0.449,  0.29,  0.00,0,  0.00,    34
 0.333,  0.03,  0.00,0,  0.00,    46
 0.068,  0.00,  0.00,0,  0.00,     0
 0.169,  0.01,  0.00,0,  0.00,     0
 0.100,  0.00,  0.00,0,  0.00,     0
 0.188,  0.82,  0.00,0,  0.00,     0
 0.155,  0.04,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.263,  0.02,  0.00,0,  0.00,    31
 0.153,  0.03,  0.00,0,  0.00,     0
 0.170,  0.03,  0.00,0,  0.00,     0
 0.680,  0.10,  1.47,1, 20.68,    79
 0.041,  0.00,  0.00,0,  0.00,     0
 0.081,  0.00,  0.00,0,  0.00,     0
 0.190,  0.05,  0.00,0,  0.00,     0
 0.280,  0.04,  0.00,0,  0.00,    32
 0.643,  0.01,  0.00,0,  0.00,    30
 0.314,  0.38,  0.00,0,  0.00,     0
 0.184,  0.05,  0.00,0,  0.00,    26
 0.041,  0.00,  0.00,0,  0.00,     0
 0.372,  0.02,  0.00,0,  0.00,    18
 0.108,  0.00,  0.00,0,  0.00,     0
 0.081,  0.00,  0.00,0,  0.00,     0
 0.081,  0.00,  0.00,0,  0.00,     0
 0.068,  0.00,  0.00,0,  0.00,     0
 0.086,  0.00,  0.00,0,  0.00,     0
 0.081,  0.00,  0.00,0,  0.00,     0
 0.101,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.542,  0.12,  0.00,0,  0.00,    31
 0.386,  0.02,  0.00,0,  0.00,    40
 0.041,  0.00,  0.00,0,  0.00,     0
 0.251,  0.03,  0.00,0,  0.00,    26
 0.241,  0.04,  0.00,0,  0.00,    47
 0.633,  0.02,  0.00,0,  0.00,    24
 0.182,  0.03,  0.00,0,  0.00,    33
 0.717,  0.70,  0.00,0,  0.00,   137
 0.054,  0.00,  0.00,0,  0.00,     0
 0.289,  0.04,  0.00,0,  0.00,    71
 0.115,  0.00,  0.00,0,  0.00,     0
 0.094,  0.00,  0.00,0,  0.00,     0
 1.039,  0.01,  0.00,0,  0.00,    31
 0.209,  0.03,  0.00,0,  0.00,    25
 0.154,  0.01,  0.00,0,  0.00,     0
 1.870,  0.06,  0.00,0,  0.00,    70
 0.116,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.166,  0.00,  0.00,0,  0.00,     0
 0.237,  0.03,  0.00,0,  0.00,    19
 0.609,  0.33,  3.29,1, 46.69,    19
 0.041,  0.00,  0.00,0,  0.00,     0
 0.167,  0.03,  0.00,0,  0.00,     0
 0.068,  0.00,  0.00,0,  0.00,     0
 0.737,  0.04,  2.71,1, 27.96,    23
 0.250,  0.03,  0.00,0,  0.00,    21
 0.054,  0.00,  0.00,0,  0.00,     0
 0.263,  0.02,  0.00,0,  0.00,    28
 0.186,  0.06,  0.00,0,  0.00,    46
 0.168,  0.06,  0.00,0,  0.00,     0
 0.154,  0.03,  0.00,0,  0.00,     0
 0.087,  0.00,  0.00,0,  0.00,     0
 0.331,  0.02,  0.00,0,  0.00,    26
 0.113,  0.00,  0.00,0,  0.00,     0
 0.099,  0.00,  0.00,0,  0.00,     0
 0.092,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.265,  0.03,  0.00,0,  0.00,    29
 0.210,  0.03,  0.00,0,  0.00,    18
 0.041,  0.00,  0.00,0,  0.00,     0
 0.236,  0.03,  0.00,0,  0.00,    16
 0.113,  0.00,  0.00,0,  0.00,     0
 0.354,  0.10,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.100,  0.00,  0.00,0,  0.00,     0
 0.156,  0.05,  0.00,0,  0.00,     0
 0.386,  0.07,  0.00,0,  0.00,    13
 0.081,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.068,  0.00,  0.00,0,  0.00,     0
 0.267,  0.05,  0.00,0,  0.00,    14
 0.041,  0.00,  0.00,0,  0.00,     0
 0.658,  0.25,  1.52,1, 26.19,     0
 0.289,  0.43,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.250,  0.03,  0.00,0,  0.00,    36
 0.154,  0.02,  0.00,0,  0.00,     0
 0.113,  0.00,  0.00,0,  0.00,     0
 0.081,  0.00,  0.00,0,  0.00,     0
